id,ans
1,3
2,0
3,3
4,2
5,1
6,1
7,1
8,1
9,5
10,4
11,3
12,2
13,4
14,1
15,2
16,1
17,0
18,4
19,1
20,0
21,1
22,2
23,1
24,1
25,3
26,1
27,4
28,5
29,4
30,3
31,2
32,2
33,5
34,4
35,4
36,0
37,5
38,4
39,1
40,1
41,3
42,4
43,5
44,0
45,3
46,5
47,1
48,2
49,0
50,3
51,4
52,3
53,4
54,5
55,5
56,1
57,4
58,1
59,5
60,4
61,1
62,2
63,2
64,5
65,5
66,4
67,0
68,2
69,1
70,1
71,4
72,5
73,0
74,5
75,0
76,1
77,3
78,4
79,1
80,2
81,3
82,2
83,2
84,3
85,3
86,0
87,5
88,1
89,5
90,0
91,5
92,1
93,4
94,5
95,3
96,5
97,0
98,3
99,3
100,0
101,1
102,2
103,0
104,0
105,2
106,3
107,1
108,2
109,2
110,4
111,1
112,1
113,4
114,0
115,5
116,3
117,1
118,0
119,4
120,4
121,2
122,1
123,5
124,2
125,4
126,4
127,3
128,5
129,3
130,3
131,1
132,1
133,5
134,4
135,3
136,3
137,5
138,5
139,3
140,2
141,2
142,3
143,4
144,0
145,3
146,4
147,3
148,1
149,1
150,0
151,2
152,1
153,4
154,5
155,1
156,1
157,0
158,5
159,5
160,2
161,2
162,5
163,1
164,5
165,5
166,5
167,1
168,3
169,4
170,2
171,2
172,0
173,4
174,5
175,0
176,0
177,5
178,4
179,4
180,5
181,1
182,2
183,2
184,2
185,2
186,4
187,0
188,2
189,4
190,5
191,4
192,2
193,2
194,5
195,5
196,5
197,4
198,5
199,2
200,2
201,1
202,5
203,5
204,0
205,5
206,0
207,3
208,0
209,5
210,5
211,3
212,1
213,2
214,0
215,3
216,0
217,1
218,0
219,5
220,1
221,1
222,5
223,1
224,3
225,0
226,2
227,5
228,4
229,5
230,1
231,0
232,5
233,0
234,2
235,3
236,1
237,3
238,5
239,5
240,0
241,4
242,5
243,5
244,2
245,1
246,5
247,5
248,3
249,1
250,5
251,3
252,2
253,4
254,4
255,4
256,5
257,5
258,3
259,1
260,4
261,1
262,0
263,3
264,1
265,4
266,2
267,3
268,4
269,0
270,1
271,0
272,5
273,1
274,0
275,5
276,2
277,3
278,2
279,4
280,2
281,3
282,3
283,2
284,4
285,4
286,5
287,4
288,4
289,5
290,0
291,2
292,5
293,2
294,1
295,1
296,2
297,3
298,4
299,0
300,3
301,3
302,5
303,0
304,0
305,5
306,3
307,1
308,2
309,4
310,1
311,3
312,0
313,3
314,4
315,5
316,4
317,0
318,0
319,2
320,1
321,3
322,5
323,1
324,1
325,3
326,1
327,3
328,2
329,4
330,5
331,4
332,2
333,3
334,1
335,1
336,1
337,5
338,3
339,3
340,5
341,3
342,5
343,1
344,3
345,0
346,5
347,0
348,0
349,2
350,3
351,5
352,3
353,1
354,1
355,1
356,2
357,0
358,5
359,2
360,0
361,3
362,1
363,1
364,4
365,3
366,1
367,2
368,1
369,2
370,3
371,5
372,5
373,4
374,4
375,1
376,2
377,3
378,0
379,2
380,4
381,3
382,0
383,0
384,3
385,3
386,5
387,2
388,4
389,4
390,3
391,4
392,3
393,5
394,0
395,1
396,0
397,1
398,1
399,2
400,5
401,5
402,2
403,2
404,1
405,5
406,2
407,3
408,1
409,1
410,1
411,0
412,1
413,2
414,5
415,3
416,5
417,1
418,0
419,4
420,3
421,4
422,1
423,3
424,4
425,0
426,4
427,1
428,2
429,2
430,4
431,5
432,1
433,5
434,2
435,0
436,2
437,3
438,1
439,4
440,3
441,3
442,4
443,0
444,1
445,5
446,4
447,4
448,2
449,0
450,4
451,4
452,0
453,5
454,5
455,0
456,2
457,2
458,4
459,4
460,1
461,4
462,3
463,2
464,2
465,3
466,2
467,1
468,0
469,4
470,1
471,0
472,2
473,2
474,5
475,3
476,2
477,3
478,3
479,1
480,2
481,4
482,1
483,5
484,5
485,5
486,2
487,5
488,2
489,2
490,3
491,0
492,5
493,3
494,4
495,4
496,5
497,4
498,0
499,5
500,1
