id,ans
1,3
2,2
3,3
4,2
5,4
6,1
7,1
8,1
9,2
10,4
11,3
12,2
13,4
14,0
15,2
16,1
17,0
18,4
19,3
20,0
21,2
22,2
23,3
24,1
25,3
26,1
27,4
28,5
29,4
30,3
31,0
32,2
33,5
34,4
35,4
36,0
37,5
38,1
39,1
40,1
41,3
42,5
43,5
44,0
45,3
46,5
47,4
48,0
49,0
50,5
51,3
52,4
53,4
54,1
55,1
56,1
57,5
58,1
59,5
60,4
61,1
62,2
63,2
64,1
65,5
66,4
67,0
68,2
69,1
70,3
71,4
72,5
73,0
74,5
75,2
76,1
77,3
78,4
79,1
80,2
81,0
82,2
83,2
84,3
85,3
86,2
87,5
88,1
89,3
90,0
91,5
92,1
93,4
94,5
95,3
96,5
97,4
98,3
99,3
100,0
101,1
102,2
103,0
104,0
105,2
106,3
107,0
108,2
109,2
110,4
111,1
112,1
113,4
114,0
115,5
116,3
117,1
118,0
119,4
120,4
121,2
122,2
123,0
124,2
125,4
126,4
127,1
128,5
129,3
130,3
131,1
132,1
133,5
134,4
135,3
136,3
137,5
138,5
139,3
140,2
141,4
142,4
143,5
144,0
145,3
146,4
147,3
148,1
149,1
150,0
151,2
152,0
153,0
154,5
155,1
156,1
157,1
158,5
159,5
160,5
161,2
162,5
163,1
164,5
165,5
166,3
167,4
168,3
169,4
170,3
171,2
172,5
173,3
174,2
175,0
176,0
177,4
178,4
179,4
180,3
181,0
182,2
183,2
184,1
185,3
186,4
187,0
188,3
189,4
190,4
191,3
192,2
193,2
194,1
195,5
196,5
197,4
198,0
199,2
200,2
201,1
202,4
203,2
204,0
205,5
206,4
207,3
208,0
209,0
210,5
211,5
212,1
213,2
214,3
215,3
216,0
217,1
218,0
219,5
220,2
221,2
222,5
223,1
224,3
225,0
226,1
227,5
228,3
229,5
230,1
231,0
232,5
233,1
234,2
235,3
236,1
237,0
238,5
239,5
240,4
241,0
242,1
243,2
244,0
245,3
246,5
247,5
248,3
249,1
250,3
251,3
252,0
253,4
254,4
255,4
256,5
257,5
258,3
259,2
260,2
261,1
262,0
263,3
264,1
265,2
266,2
267,3
268,4
269,0
270,1
271,0
272,5
273,0
274,0
275,5
276,2
277,3
278,5
279,4
280,2
281,4
282,4
283,2
284,3
285,4
286,2
287,4
288,4
289,3
290,0
291,2
292,5
293,1
294,1
295,1
296,3
297,3
298,2
299,0
300,3
301,0
302,3
303,0
304,0
305,1
306,3
307,1
308,2
309,4
310,1
311,3
312,1
313,3
314,4
315,5
316,4
317,5
318,0
319,3
320,1
321,4
322,2
323,1
324,1
325,3
326,1
327,0
328,5
329,4
330,2
331,4
332,2
333,4
334,1
335,1
336,4
337,5
338,4
339,3
340,5
341,3
342,5
343,1
344,3
345,0
346,5
347,0
348,0
349,2
350,3
351,5
352,3
353,1
354,1
355,1
356,2
357,0
358,5
359,2
360,0
361,3
362,1
363,1
364,4
365,3
366,1
367,4
368,1
369,2
370,3
371,5
372,5
373,4
374,4
375,0
376,4
377,3
378,0
379,2
380,4
381,3
382,0
383,0
384,3
385,2
386,3
387,0
388,4
389,1
390,3
391,2
392,1
393,5
394,0
395,1
396,0
397,0
398,1
399,2
400,5
401,5
402,2
403,2
404,0
405,2
406,4
407,3
408,1
409,1
410,1
411,0
412,5
413,2
414,2
415,3
416,5
417,2
418,0
419,4
420,3
421,0
422,1
423,3
424,4
425,5
426,4
427,4
428,2
429,2
430,4
431,5
432,1
433,2
434,4
435,0
436,2
437,3
438,4
439,4
440,1
441,3
442,4
443,0
444,1
445,2
446,5
447,3
448,2
449,0
450,4
451,4
452,0
453,5
454,5
455,0
456,2
457,3
458,5
459,4
460,1
461,0
462,5
463,4
464,2
465,4
466,2
467,1
468,0
469,4
470,1
471,0
472,2
473,2
474,5
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,1
483,0
484,5
485,5
486,2
487,5
488,2
489,2
490,3
491,3
492,2
493,3
494,4
495,4
496,5
497,0
498,0
499,5
500,1
