id,ans
1,0
2,0
3,3
4,0
5,4
6,1
7,1
8,1
9,1
10,4
11,3
12,3
13,4
14,0
15,0
16,1
17,0
18,4
19,3
20,0
21,2
22,2
23,3
24,1
25,0
26,1
27,4
28,5
29,4
30,1
31,0
32,2
33,5
34,4
35,4
36,4
37,5
38,1
39,1
40,1
41,3
42,4
43,5
44,4
45,3
46,1
47,1
48,0
49,4
50,5
51,3
52,4
53,5
54,5
55,1
56,1
57,4
58,4
59,5
60,5
61,5
62,2
63,2
64,0
65,5
66,4
67,0
68,3
69,1
70,1
71,4
72,5
73,0
74,5
75,0
76,1
77,3
78,3
79,1
80,2
81,1
82,2
83,3
84,3
85,3
86,2
87,5
88,1
89,5
90,3
91,5
92,1
93,4
94,5
95,3
96,5
97,0
98,3
99,3
100,4
101,1
102,4
103,0
104,0
105,2
106,2
107,0
108,2
109,2
110,1
111,2
112,1
113,4
114,0
115,5
116,3
117,1
118,0
119,4
120,4
121,2
122,1
123,0
124,2
125,0
126,4
127,3
128,5
129,3
130,3
131,1
132,1
133,5
134,4
135,3
136,3
137,0
138,5
139,3
140,2
141,4
142,4
143,5
144,0
145,3
146,0
147,3
148,1
149,5
150,5
151,2
152,0
153,0
154,3
155,1
156,1
157,3
158,5
159,5
160,5
161,0
162,5
163,1
164,5
165,5
166,3
167,4
168,3
169,4
170,3
171,1
172,0
173,4
174,0
175,0
176,0
177,5
178,4
179,2
180,5
181,0
182,5
183,2
184,2
185,3
186,4
187,0
188,3
189,4
190,4
191,4
192,2
193,1
194,2
195,0
196,5
197,4
198,0
199,2
200,2
201,1
202,4
203,5
204,0
205,5
206,0
207,3
208,0
209,1
210,5
211,3
212,1
213,2
214,0
215,3
216,0
217,1
218,0
219,5
220,2
221,0
222,5
223,4
224,3
225,0
226,2
227,5
228,3
229,5
230,1
231,0
232,5
233,1
234,2
235,3
236,1
237,3
238,5
239,5
240,4
241,1
242,5
243,5
244,2
245,1
246,5
247,5
248,3
249,1
250,2
251,3
252,0
253,4
254,4
255,4
256,5
257,5
258,5
259,2
260,3
261,1
262,0
263,3
264,1
265,4
266,1
267,4
268,4
269,4
270,1
271,0
272,2
273,0
274,0
275,5
276,2
277,3
278,5
279,4
280,5
281,2
282,3
283,2
284,3
285,4
286,2
287,4
288,4
289,3
290,0
291,2
292,5
293,2
294,1
295,1
296,0
297,4
298,4
299,0
300,3
301,3
302,5
303,4
304,2
305,5
306,3
307,1
308,2
309,4
310,3
311,3
312,0
313,3
314,4
315,5
316,4
317,0
318,4
319,2
320,1
321,1
322,5
323,1
324,1
325,3
326,1
327,0
328,2
329,4
330,5
331,4
332,2
333,1
334,1
335,1
336,2
337,5
338,3
339,3
340,5
341,3
342,5
343,1
344,3
345,0
346,3
347,4
348,0
349,0
350,3
351,1
352,3
353,0
354,1
355,2
356,2
357,0
358,5
359,2
360,4
361,3
362,1
363,1
364,4
365,3
366,1
367,4
368,1
369,2
370,3
371,5
372,5
373,4
374,4
375,0
376,0
377,3
378,0
379,2
380,4
381,3
382,0
383,0
384,3
385,3
386,0
387,1
388,4
389,3
390,3
391,2
392,5
393,5
394,4
395,1
396,4
397,0
398,1
399,2
400,5
401,5
402,2
403,1
404,0
405,2
406,2
407,3
408,1
409,1
410,1
411,0
412,1
413,2
414,5
415,3
416,5
417,1
418,3
419,4
420,0
421,0
422,1
423,3
424,4
425,5
426,2
427,4
428,2
429,2
430,4
431,5
432,1
433,2
434,4
435,0
436,2
437,3
438,5
439,0
440,1
441,3
442,4
443,0
444,1
445,4
446,4
447,0
448,3
449,0
450,4
451,4
452,0
453,5
454,5
455,1
456,2
457,2
458,4
459,4
460,1
461,4
462,3
463,4
464,2
465,4
466,2
467,1
468,0
469,4
470,1
471,3
472,1
473,2
474,5
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,0
483,5
484,5
485,0
486,2
487,5
488,2
489,2
490,3
491,3
492,2
493,3
494,4
495,4
496,5
497,4
498,0
499,5
500,1
