id,ans
1,0
2,0
3,3
4,2
5,1
6,2
7,1
8,1
9,1
10,4
11,3
12,2
13,4
14,0
15,0
16,5
17,3
18,4
19,1
20,1
21,2
22,2
23,1
24,1
25,3
26,1
27,4
28,5
29,4
30,3
31,5
32,2
33,5
34,3
35,4
36,0
37,5
38,1
39,1
40,2
41,3
42,4
43,3
44,0
45,3
46,4
47,5
48,2
49,2
50,5
51,3
52,5
53,5
54,5
55,5
56,1
57,5
58,1
59,5
60,4
61,0
62,2
63,2
64,0
65,5
66,4
67,0
68,4
69,1
70,1
71,4
72,4
73,0
74,5
75,2
76,1
77,3
78,3
79,1
80,2
81,0
82,2
83,2
84,2
85,3
86,2
87,1
88,1
89,3
90,0
91,5
92,1
93,4
94,5
95,3
96,4
97,0
98,3
99,3
100,4
101,1
102,2
103,4
104,0
105,2
106,3
107,1
108,1
109,2
110,4
111,2
112,1
113,4
114,0
115,5
116,3
117,1
118,5
119,4
120,4
121,2
122,4
123,3
124,2
125,0
126,4
127,3
128,4
129,3
130,1
131,1
132,1
133,5
134,3
135,3
136,3
137,5
138,5
139,3
140,3
141,4
142,1
143,5
144,5
145,3
146,1
147,0
148,1
149,5
150,0
151,2
152,1
153,0
154,5
155,1
156,1
157,1
158,2
159,5
160,2
161,2
162,5
163,1
164,5
165,5
166,5
167,4
168,3
169,4
170,2
171,2
172,2
173,3
174,2
175,2
176,0
177,4
178,4
179,4
180,3
181,0
182,2
183,2
184,1
185,2
186,4
187,0
188,2
189,4
190,4
191,4
192,2
193,0
194,5
195,0
196,5
197,4
198,5
199,1
200,2
201,1
202,4
203,0
204,0
205,5
206,1
207,3
208,0
209,5
210,5
211,5
212,1
213,2
214,0
215,3
216,0
217,1
218,0
219,5
220,1
221,1
222,4
223,4
224,3
225,1
226,1
227,4
228,3
229,5
230,1
231,5
232,5
233,0
234,2
235,3
236,1
237,0
238,5
239,5
240,5
241,1
242,5
243,4
244,1
245,3
246,5
247,5
248,3
249,1
250,2
251,0
252,3
253,4
254,1
255,4
256,4
257,5
258,3
259,2
260,2
261,1
262,0
263,3
264,3
265,2
266,3
267,4
268,4
269,0
270,1
271,0
272,5
273,2
274,2
275,4
276,2
277,3
278,2
279,4
280,3
281,2
282,4
283,2
284,0
285,4
286,5
287,4
288,4
289,3
290,0
291,2
292,0
293,5
294,1
295,1
296,2
297,4
298,2
299,0
300,3
301,3
302,5
303,4
304,0
305,1
306,3
307,3
308,2
309,3
310,1
311,3
312,0
313,3
314,5
315,5
316,4
317,0
318,0
319,2
320,0
321,1
322,5
323,1
324,1
325,3
326,1
327,3
328,5
329,0
330,5
331,4
332,1
333,1
334,1
335,5
336,1
337,5
338,3
339,3
340,5
341,3
342,5
343,1
344,3
345,0
346,5
347,0
348,0
349,0
350,0
351,5
352,3
353,1
354,2
355,5
356,0
357,0
358,5
359,2
360,0
361,3
362,1
363,4
364,4
365,3
366,1
367,0
368,1
369,2
370,3
371,5
372,5
373,4
374,4
375,1
376,0
377,2
378,0
379,2
380,4
381,3
382,0
383,0
384,3
385,3
386,1
387,0
388,4
389,1
390,3
391,2
392,3
393,3
394,0
395,1
396,1
397,1
398,1
399,2
400,5
401,5
402,4
403,4
404,1
405,3
406,4
407,3
408,3
409,1
410,1
411,2
412,5
413,2
414,2
415,3
416,5
417,1
418,0
419,4
420,3
421,0
422,1
423,3
424,3
425,0
426,2
427,4
428,2
429,2
430,4
431,5
432,1
433,2
434,2
435,0
436,2
437,3
438,0
439,4
440,3
441,3
442,4
443,3
444,1
445,2
446,4
447,3
448,2
449,0
450,2
451,4
452,0
453,5
454,5
455,0
456,2
457,2
458,1
459,4
460,1
461,4
462,3
463,2
464,2
465,4
466,2
467,1
468,4
469,4
470,1
471,3
472,2
473,2
474,5
475,3
476,2
477,3
478,3
479,1
480,2
481,4
482,1
483,5
484,5
485,0
486,2
487,5
488,2
489,2
490,3
491,3
492,2
493,2
494,4
495,4
496,5
497,4
498,3
499,5
500,5
