id,ans
1,0
2,0
3,3
4,0
5,1
6,1
7,1
8,1
9,4
10,4
11,3
12,2
13,4
14,0
15,2
16,5
17,0
18,4
19,0
20,1
21,1
22,5
23,3
24,1
25,3
26,2
27,4
28,5
29,0
30,3
31,5
32,2
33,5
34,3
35,4
36,1
37,3
38,1
39,1
40,2
41,3
42,5
43,5
44,4
45,3
46,5
47,5
48,2
49,0
50,5
51,4
52,4
53,4
54,2
55,0
56,1
57,5
58,0
59,5
60,4
61,0
62,2
63,2
64,1
65,5
66,3
67,0
68,5
69,4
70,5
71,4
72,4
73,0
74,1
75,4
76,1
77,3
78,3
79,1
80,4
81,0
82,2
83,3
84,3
85,3
86,3
87,1
88,1
89,3
90,3
91,5
92,1
93,3
94,0
95,3
96,5
97,2
98,0
99,4
100,4
101,1
102,3
103,0
104,0
105,2
106,3
107,5
108,2
109,2
110,3
111,1
112,1
113,4
114,0
115,0
116,3
117,5
118,4
119,4
120,4
121,4
122,4
123,3
124,2
125,1
126,3
127,1
128,4
129,3
130,1
131,1
132,2
133,0
134,3
135,3
136,2
137,5
138,3
139,1
140,2
141,4
142,1
143,4
144,5
145,2
146,1
147,0
148,0
149,1
150,5
151,2
152,1
153,0
154,5
155,3
156,2
157,1
158,2
159,5
160,5
161,0
162,4
163,1
164,1
165,2
166,1
167,1
168,1
169,3
170,4
171,2
172,0
173,3
174,2
175,3
176,0
177,2
178,4
179,0
180,0
181,0
182,4
183,2
184,2
185,2
186,4
187,3
188,3
189,4
190,2
191,0
192,2
193,4
194,2
195,0
196,5
197,4
198,4
199,2
200,2
201,1
202,5
203,5
204,0
205,5
206,0
207,1
208,0
209,5
210,4
211,5
212,1
213,2
214,3
215,3
216,0
217,1
218,4
219,0
220,2
221,0
222,5
223,1
224,3
225,2
226,2
227,2
228,5
229,5
230,1
231,0
232,5
233,4
234,3
235,3
236,1
237,0
238,4
239,5
240,5
241,4
242,5
243,5
244,1
245,3
246,5
247,5
248,3
249,5
250,2
251,4
252,0
253,4
254,4
255,1
256,5
257,5
258,3
259,2
260,2
261,0
262,0
263,3
264,1
265,4
266,2
267,4
268,5
269,4
270,0
271,0
272,5
273,1
274,4
275,5
276,2
277,3
278,2
279,4
280,3
281,3
282,4
283,2
284,3
285,4
286,5
287,1
288,4
289,3
290,0
291,2
292,5
293,5
294,1
295,1
296,3
297,3
298,2
299,0
300,1
301,1
302,5
303,2
304,0
305,2
306,3
307,3
308,1
309,3
310,5
311,3
312,0
313,5
314,5
315,5
316,3
317,0
318,4
319,3
320,0
321,1
322,2
323,1
324,1
325,3
326,1
327,3
328,2
329,4
330,3
331,4
332,1
333,1
334,1
335,1
336,4
337,4
338,4
339,3
340,5
341,2
342,5
343,1
344,2
345,0
346,3
347,4
348,0
349,4
350,0
351,5
352,3
353,0
354,1
355,1
356,0
357,0
358,5
359,3
360,0
361,3
362,1
363,4
364,4
365,3
366,3
367,3
368,2
369,4
370,3
371,0
372,4
373,2
374,5
375,0
376,2
377,2
378,0
379,2
380,2
381,3
382,0
383,5
384,5
385,3
386,1
387,0
388,4
389,3
390,3
391,5
392,3
393,5
394,0
395,3
396,1
397,0
398,3
399,2
400,5
401,4
402,4
403,1
404,1
405,1
406,3
407,1
408,3
409,1
410,0
411,0
412,5
413,2
414,5
415,1
416,2
417,2
418,1
419,4
420,3
421,0
422,1
423,3
424,3
425,5
426,2
427,2
428,2
429,2
430,4
431,5
432,0
433,3
434,3
435,0
436,2
437,3
438,1
439,4
440,3
441,3
442,4
443,5
444,0
445,2
446,3
447,3
448,3
449,2
450,2
451,4
452,0
453,4
454,5
455,2
456,2
457,0
458,1
459,4
460,1
461,3
462,5
463,4
464,2
465,3
466,2
467,1
468,0
469,0
470,1
471,0
472,2
473,2
474,2
475,3
476,2
477,3
478,0
479,4
480,2
481,4
482,1
483,1
484,1
485,0
486,4
487,4
488,2
489,2
490,3
491,0
492,5
493,1
494,0
495,0
496,5
497,0
498,3
499,2
500,4
