id,ans
1,0
2,0
3,3
4,1
5,1
6,4
7,1
8,1
9,0
10,4
11,3
12,2
13,4
14,0
15,0
16,1
17,0
18,4
19,3
20,4
21,2
22,2
23,3
24,1
25,3
26,1
27,4
28,5
29,4
30,3
31,0
32,2
33,5
34,4
35,4
36,0
37,5
38,1
39,3
40,1
41,3
42,4
43,3
44,0
45,3
46,4
47,1
48,0
49,4
50,5
51,3
52,3
53,5
54,2
55,5
56,1
57,5
58,1
59,5
60,5
61,0
62,2
63,1
64,1
65,5
66,4
67,0
68,2
69,1
70,1
71,0
72,5
73,0
74,5
75,2
76,1
77,3
78,4
79,1
80,0
81,0
82,5
83,2
84,3
85,3
86,2
87,0
88,1
89,5
90,2
91,5
92,1
93,4
94,5
95,3
96,5
97,2
98,0
99,3
100,0
101,1
102,2
103,0
104,0
105,2
106,2
107,5
108,2
109,2
110,4
111,2
112,1
113,4
114,0
115,5
116,3
117,1
118,5
119,4
120,4
121,2
122,4
123,0
124,2
125,0
126,4
127,3
128,0
129,3
130,3
131,2
132,1
133,2
134,4
135,3
136,0
137,1
138,5
139,1
140,2
141,4
142,4
143,4
144,0
145,3
146,4
147,0
148,1
149,1
150,5
151,2
152,1
153,0
154,5
155,1
156,1
157,0
158,5
159,5
160,5
161,2
162,4
163,1
164,5
165,2
166,5
167,4
168,3
169,4
170,3
171,1
172,0
173,4
174,4
175,0
176,0
177,5
178,4
179,4
180,5
181,1
182,5
183,2
184,2
185,2
186,4
187,0
188,3
189,4
190,5
191,4
192,2
193,1
194,1
195,5
196,5
197,4
198,5
199,2
200,4
201,3
202,5
203,5
204,0
205,5
206,0
207,3
208,0
209,1
210,5
211,3
212,0
213,2
214,3
215,3
216,0
217,1
218,0
219,5
220,1
221,0
222,5
223,1
224,3
225,0
226,1
227,5
228,4
229,5
230,1
231,1
232,5
233,0
234,0
235,3
236,1
237,3
238,5
239,5
240,4
241,1
242,5
243,5
244,1
245,1
246,5
247,5
248,3
249,1
250,3
251,3
252,0
253,4
254,4
255,4
256,4
257,5
258,3
259,2
260,2
261,1
262,0
263,3
264,4
265,4
266,2
267,3
268,1
269,0
270,1
271,0
272,2
273,1
274,0
275,5
276,1
277,3
278,2
279,4
280,5
281,3
282,4
283,2
284,4
285,4
286,2
287,4
288,3
289,3
290,0
291,2
292,5
293,2
294,1
295,1
296,2
297,3
298,4
299,0
300,3
301,3
302,5
303,0
304,0
305,5
306,3
307,3
308,2
309,4
310,1
311,3
312,0
313,3
314,4
315,0
316,4
317,0
318,0
319,2
320,1
321,1
322,5
323,1
324,1
325,3
326,1
327,3
328,2
329,0
330,2
331,4
332,3
333,5
334,1
335,5
336,4
337,3
338,3
339,3
340,5
341,3
342,5
343,1
344,0
345,0
346,3
347,0
348,0
349,0
350,0
351,5
352,3
353,1
354,1
355,2
356,2
357,0
358,5
359,4
360,0
361,3
362,1
363,1
364,4
365,3
366,1
367,4
368,1
369,2
370,3
371,0
372,5
373,4
374,4
375,1
376,0
377,3
378,2
379,1
380,4
381,3
382,0
383,0
384,3
385,3
386,1
387,0
388,4
389,2
390,3
391,2
392,0
393,5
394,4
395,0
396,0
397,0
398,1
399,2
400,3
401,4
402,2
403,2
404,1
405,2
406,2
407,3
408,1
409,1
410,1
411,0
412,5
413,2
414,5
415,2
416,4
417,1
418,3
419,4
420,3
421,0
422,2
423,3
424,4
425,5
426,2
427,4
428,2
429,2
430,0
431,5
432,1
433,1
434,4
435,0
436,2
437,3
438,1
439,0
440,3
441,3
442,4
443,0
444,1
445,5
446,5
447,3
448,2
449,0
450,4
451,4
452,5
453,4
454,5
455,0
456,2
457,2
458,4
459,4
460,5
461,3
462,3
463,4
464,2
465,4
466,2
467,1
468,0
469,4
470,1
471,0
472,1
473,2
474,5
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,1
483,5
484,5
485,0
486,2
487,0
488,2
489,2
490,3
491,3
492,2
493,3
494,4
495,4
496,5
497,4
498,0
499,5
500,1
