id,ans
1,0
2,2
3,3
4,2
5,1
6,1
7,1
8,1
9,4
10,4
11,3
12,2
13,4
14,0
15,2
16,1
17,0
18,4
19,1
20,4
21,1
22,2
23,3
24,1
25,3
26,0
27,4
28,5
29,4
30,3
31,4
32,2
33,5
34,4
35,4
36,0
37,5
38,1
39,1
40,1
41,3
42,5
43,5
44,0
45,3
46,4
47,5
48,0
49,4
50,5
51,3
52,5
53,4
54,5
55,1
56,1
57,5
58,0
59,5
60,4
61,5
62,2
63,2
64,0
65,5
66,4
67,0
68,1
69,1
70,1
71,4
72,5
73,0
74,1
75,0
76,1
77,3
78,3
79,5
80,4
81,0
82,5
83,2
84,2
85,3
86,0
87,5
88,1
89,3
90,2
91,5
92,1
93,3
94,5
95,3
96,5
97,0
98,0
99,3
100,0
101,1
102,2
103,0
104,0
105,3
106,3
107,1
108,2
109,2
110,4
111,4
112,1
113,4
114,0
115,5
116,3
117,3
118,0
119,4
120,4
121,2
122,1
123,0
124,2
125,0
126,4
127,3
128,5
129,3
130,3
131,1
132,1
133,0
134,3
135,3
136,3
137,1
138,1
139,3
140,2
141,2
142,4
143,5
144,0
145,3
146,4
147,0
148,1
149,5
150,5
151,2
152,1
153,0
154,5
155,1
156,1
157,0
158,5
159,5
160,2
161,2
162,5
163,1
164,5
165,5
166,3
167,4
168,3
169,5
170,2
171,1
172,0
173,4
174,2
175,0
176,0
177,5
178,4
179,4
180,3
181,1
182,2
183,3
184,2
185,2
186,4
187,0
188,2
189,4
190,0
191,4
192,2
193,0
194,5
195,0
196,5
197,4
198,5
199,2
200,2
201,1
202,5
203,0
204,0
205,5
206,5
207,3
208,0
209,2
210,5
211,3
212,0
213,2
214,0
215,3
216,0
217,1
218,0
219,5
220,1
221,1
222,2
223,1
224,3
225,0
226,2
227,5
228,5
229,5
230,5
231,0
232,5
233,0
234,2
235,3
236,1
237,3
238,5
239,5
240,0
241,0
242,5
243,5
244,0
245,1
246,5
247,5
248,3
249,1
250,5
251,5
252,2
253,4
254,4
255,4
256,5
257,3
258,3
259,1
260,4
261,1
262,0
263,3
264,1
265,4
266,2
267,3
268,4
269,0
270,1
271,0
272,5
273,0
274,0
275,5
276,2
277,3
278,2
279,4
280,5
281,2
282,4
283,2
284,3
285,4
286,2
287,4
288,4
289,3
290,0
291,2
292,5
293,2
294,1
295,1
296,0
297,4
298,2
299,0
300,3
301,3
302,1
303,0
304,0
305,5
306,3
307,5
308,2
309,4
310,3
311,3
312,0
313,4
314,5
315,0
316,4
317,0
318,4
319,2
320,1
321,3
322,5
323,1
324,1
325,3
326,1
327,3
328,3
329,4
330,2
331,4
332,2
333,3
334,1
335,1
336,4
337,5
338,3
339,3
340,5
341,3
342,5
343,1
344,3
345,0
346,3
347,4
348,0
349,4
350,3
351,5
352,3
353,1
354,1
355,3
356,2
357,0
358,4
359,2
360,0
361,3
362,1
363,1
364,4
365,1
366,1
367,2
368,1
369,5
370,3
371,5
372,4
373,4
374,4
375,0
376,0
377,3
378,0
379,2
380,4
381,3
382,0
383,0
384,3
385,2
386,1
387,0
388,4
389,5
390,3
391,2
392,4
393,5
394,3
395,3
396,0
397,1
398,1
399,2
400,5
401,5
402,2
403,2
404,1
405,2
406,4
407,3
408,1
409,1
410,1
411,0
412,1
413,2
414,5
415,3
416,5
417,1
418,3
419,4
420,3
421,0
422,1
423,3
424,4
425,0
426,2
427,2
428,2
429,2
430,4
431,5
432,1
433,2
434,4
435,0
436,1
437,3
438,4
439,0
440,3
441,0
442,4
443,0
444,4
445,0
446,5
447,3
448,2
449,0
450,4
451,4
452,4
453,5
454,2
455,0
456,2
457,2
458,1
459,4
460,1
461,0
462,3
463,2
464,2
465,4
466,2
467,1
468,0
469,4
470,1
471,0
472,2
473,2
474,5
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,1
483,5
484,5
485,3
486,2
487,5
488,2
489,2
490,3
491,3
492,2
493,1
494,4
495,4
496,5
497,4
498,0
499,5
500,4
