id,ans
1,0
2,0
3,3
4,2
5,2
6,4
7,1
8,1
9,0
10,4
11,3
12,2
13,0
14,0
15,0
16,5
17,3
18,4
19,0
20,0
21,0
22,2
23,0
24,1
25,3
26,0
27,4
28,5
29,0
30,3
31,0
32,2
33,5
34,4
35,4
36,5
37,5
38,1
39,1
40,1
41,3
42,5
43,5
44,0
45,1
46,4
47,5
48,2
49,0
50,3
51,3
52,3
53,5
54,5
55,2
56,1
57,4
58,0
59,5
60,4
61,5
62,2
63,2
64,1
65,5
66,3
67,0
68,2
69,1
70,3
71,4
72,4
73,0
74,1
75,2
76,1
77,1
78,4
79,1
80,2
81,0
82,5
83,2
84,3
85,3
86,2
87,1
88,1
89,4
90,0
91,5
92,1
93,3
94,5
95,3
96,5
97,2
98,3
99,4
100,4
101,1
102,4
103,0
104,0
105,0
106,3
107,0
108,4
109,2
110,1
111,4
112,1
113,4
114,0
115,5
116,3
117,1
118,0
119,4
120,4
121,2
122,2
123,3
124,2
125,5
126,4
127,1
128,5
129,3
130,3
131,1
132,3
133,5
134,4
135,3
136,3
137,5
138,5
139,1
140,2
141,4
142,4
143,4
144,5
145,3
146,0
147,0
148,1
149,5
150,5
151,2
152,4
153,0
154,5
155,1
156,1
157,3
158,5
159,5
160,2
161,0
162,4
163,1
164,5
165,2
166,1
167,1
168,1
169,4
170,2
171,2
172,0
173,4
174,5
175,0
176,0
177,2
178,4
179,4
180,5
181,0
182,5
183,3
184,2
185,2
186,4
187,0
188,3
189,4
190,2
191,0
192,2
193,0
194,0
195,0
196,1
197,3
198,4
199,2
200,2
201,0
202,4
203,5
204,0
205,5
206,0
207,3
208,0
209,5
210,5
211,5
212,1
213,2
214,0
215,3
216,0
217,1
218,1
219,5
220,1
221,0
222,5
223,4
224,3
225,2
226,1
227,4
228,5
229,5
230,1
231,0
232,5
233,0
234,2
235,4
236,1
237,0
238,5
239,5
240,5
241,4
242,5
243,4
244,1
245,5
246,5
247,5
248,3
249,1
250,3
251,2
252,0
253,4
254,4
255,4
256,5
257,0
258,3
259,2
260,2
261,1
262,0
263,3
264,1
265,1
266,2
267,4
268,4
269,0
270,0
271,0
272,5
273,2
274,0
275,4
276,0
277,3
278,2
279,4
280,2
281,3
282,3
283,2
284,2
285,4
286,5
287,5
288,0
289,4
290,0
291,2
292,5
293,2
294,1
295,1
296,2
297,4
298,2
299,0
300,3
301,3
302,5
303,0
304,4
305,2
306,3
307,2
308,1
309,4
310,1
311,3
312,0
313,5
314,5
315,5
316,4
317,0
318,4
319,2
320,0
321,2
322,2
323,1
324,1
325,3
326,1
327,3
328,5
329,4
330,3
331,0
332,1
333,1
334,1
335,5
336,4
337,5
338,3
339,3
340,5
341,0
342,5
343,1
344,3
345,0
346,5
347,4
348,0
349,4
350,0
351,1
352,3
353,1
354,2
355,5
356,2
357,0
358,5
359,3
360,0
361,5
362,1
363,1
364,4
365,3
366,1
367,0
368,1
369,4
370,3
371,0
372,5
373,2
374,5
375,0
376,4
377,2
378,0
379,3
380,4
381,3
382,0
383,0
384,3
385,3
386,0
387,2
388,4
389,4
390,3
391,4
392,3
393,5
394,0
395,0
396,1
397,1
398,1
399,2
400,5
401,4
402,3
403,2
404,1
405,1
406,2
407,0
408,3
409,1
410,1
411,0
412,5
413,2
414,2
415,3
416,5
417,1
418,3
419,4
420,3
421,0
422,1
423,3
424,4
425,0
426,4
427,3
428,2
429,2
430,4
431,5
432,1
433,1
434,1
435,0
436,2
437,3
438,1
439,4
440,0
441,3
442,4
443,5
444,1
445,2
446,5
447,3
448,2
449,1
450,2
451,4
452,1
453,4
454,5
455,2
456,2
457,2
458,4
459,4
460,1
461,3
462,3
463,2
464,2
465,3
466,5
467,1
468,0
469,0
470,1
471,0
472,5
473,2
474,2
475,3
476,2
477,5
478,3
479,1
480,0
481,4
482,1
483,5
484,1
485,3
486,2
487,4
488,2
489,2
490,3
491,0
492,2
493,1
494,4
495,4
496,5
497,0
498,3
499,5
500,1
