3.111352026462554932e-01,1.644581258296966553e-01,1.854636073112487793e-01,3.460477292537689209e-01,8.762523531913757324e-02,3.261111080646514893e-01
5.463814139366149902e-01,2.888542115688323975e-01,5.595664978027343750e-01,1.717591881752014160e-01,2.583307921886444092e-01,2.084249109029769897e-01
3.612410128116607666e-01,3.158731162548065186e-01,1.020868346095085144e-01,7.904200553894042969e-01,1.118257269263267517e-01,4.630262851715087891e-01
6.860048174858093262e-01,5.461839437484741211e-01,6.906472444534301758e-01,4.634651541709899902e-01,1.414049565792083740e-01,2.178791314363479614e-01
3.088893592357635498e-01,7.752537727355957031e-01,4.978403747081756592e-01,6.349187493324279785e-01,5.492041110992431641e-01,6.872847676277160645e-01
4.607118964195251465e-01,8.237882852554321289e-01,8.264506459236145020e-01,6.006362438201904297e-01,8.121080994606018066e-01,4.009601771831512451e-01
3.396846652030944824e-01,5.463438630104064941e-01,4.726000130176544189e-01,2.516767978668212891e-01,5.502007007598876953e-01,3.291710317134857178e-01
5.800576806068420410e-01,6.798585653305053711e-01,3.577160835266113281e-01,3.267987966537475586e-01,2.665588855743408203e-01,2.704215049743652344e-01
4.868047237396240234e-01,6.111571192741394043e-01,6.001858115196228027e-01,1.014364734292030334e-01,6.792901754379272461e-01,6.112948656082153320e-01
4.665854573249816895e-01,1.564993411302566528e-01,1.021410599350929260e-01,6.611771136522293091e-02,7.914827466011047363e-01,2.567947208881378174e-01
1.070858091115951538e-01,1.223311349749565125e-01,2.080231159925460815e-01,5.072332024574279785e-01,2.113012969493865967e-01,1.576511561870574951e-01
1.439624279737472534e-01,1.851347237825393677e-01,7.189211249351501465e-01,5.204905867576599121e-01,9.294366091489791870e-02,5.198971629142761230e-01
6.834834814071655273e-01,4.887967705726623535e-01,5.415365695953369141e-01,4.816513955593109131e-01,9.145283102989196777e-01,3.735249638557434082e-01
9.223686456680297852e-01,9.015533924102783203e-01,4.676871299743652344e-01,2.785996496677398682e-01,2.037288397550582886e-01,4.785806536674499512e-01
6.630570292472839355e-01,2.145885676145553589e-01,6.888500452041625977e-01,1.082012504339218140e-01,3.422363698482513428e-01,1.867872029542922974e-01
5.657690763473510742e-01,6.389226317405700684e-01,3.739238381385803223e-01,3.938157558441162109e-01,2.173772007226943970e-01,5.618824362754821777e-01
9.554726481437683105e-01,5.002699494361877441e-01,5.618548393249511719e-01,8.053607344627380371e-01,5.151287317276000977e-01,6.687633395195007324e-01
3.891058862209320068e-01,5.426040291786193848e-01,5.137921869754791260e-02,2.977794408798217773e-01,6.558811068534851074e-01,2.492772340774536133e-01
2.501139342784881592e-01,5.571534037590026855e-01,4.435036182403564453e-01,3.584480881690979004e-01,3.386358916759490967e-01,1.977701187133789062e-01
5.728613734245300293e-01,5.793699026107788086e-01,2.299076132476329803e-02,3.763723000884056091e-02,7.130420804023742676e-01,4.338688552379608154e-01
8.315830230712890625e-01,8.684639930725097656e-01,8.960858583450317383e-01,7.544216513633728027e-01,7.927317023277282715e-01,3.468175530433654785e-01
5.046902894973754883e-01,3.756026327610015869e-01,7.585652470588684082e-01,2.593450844287872314e-01,4.012481868267059326e-01,3.952515423297882080e-01
4.700965285301208496e-01,4.326142072677612305e-01,2.193262130022048950e-01,5.830118060111999512e-01,2.099523842334747314e-01,1.804399043321609497e-01
5.116772651672363281e-01,7.694952487945556641e-01,5.383765101432800293e-01,1.782141923904418945e-01,6.798309087753295898e-01,4.372562468051910400e-01
2.495540082454681396e-01,5.317269265651702881e-02,1.222697272896766663e-01,3.711245357990264893e-01,1.317606568336486816e-01,1.063587516546249390e-01
5.783413648605346680e-01,5.961536765098571777e-01,1.961648613214492798e-01,2.234559059143066406e-01,2.910589277744293213e-01,1.808518022298812866e-01
1.190549433231353760e-01,4.261371195316314697e-01,3.141531050205230713e-01,5.486956983804702759e-02,8.711362481117248535e-01,6.707640737295150757e-02
5.262415409088134766e-01,3.425470292568206787e-01,5.767132639884948730e-01,7.467210292816162109e-01,4.819571673870086670e-01,8.712855577468872070e-01
8.677501678466796875e-01,4.982137084007263184e-01,6.451197862625122070e-01,3.523361384868621826e-01,8.986493349075317383e-01,3.322139084339141846e-01
2.803501188755035400e-01,6.067439913749694824e-01,3.850479722023010254e-01,4.123426973819732666e-01,2.418205142021179199e-02,2.221269309520721436e-01
8.205569386482238770e-01,4.982049167156219482e-01,7.549389600753784180e-01,4.314838051795959473e-01,6.175498962402343750e-01,6.829849481582641602e-01
3.935188055038452148e-01,6.772305369377136230e-01,7.899620532989501953e-01,5.171004310250282288e-02,2.426737248897552490e-01,4.233079776167869568e-02
3.273429572582244873e-01,2.779543101787567139e-01,2.040701955556869507e-01,2.748574018478393555e-01,4.005762338638305664e-01,7.855241298675537109e-01
4.471105039119720459e-01,1.006301045417785645e-01,4.743662178516387939e-01,8.962163925170898438e-01,9.084367752075195312e-01,1.403002440929412842e-01
2.554374933242797852e-01,2.899611592292785645e-01,2.669177353382110596e-01,4.363763034343719482e-01,7.576293945312500000e-01,6.002129912376403809e-01
7.660252451896667480e-01,6.426712274551391602e-01,5.092427730560302734e-01,3.692253530025482178e-01,5.571392774581909180e-01,5.364559888839721680e-01
5.463364124298095703e-01,2.651301622390747070e-01,3.292685449123382568e-01,6.325808763504028320e-01,7.320358157157897949e-01,9.462148547172546387e-01
1.614004671573638916e-01,5.289384126663208008e-01,3.290997147560119629e-01,3.247809112071990967e-01,6.982537508010864258e-01,3.470187485218048096e-01
1.826089322566986084e-01,7.450129389762878418e-01,2.827970385551452637e-01,6.231012940406799316e-01,1.812640279531478882e-01,4.716657698154449463e-01
4.099391698837280273e-01,6.319543123245239258e-01,6.058364510536193848e-01,3.226052522659301758e-01,2.387812137603759766e-01,4.175269901752471924e-01
5.250405669212341309e-01,4.956457018852233887e-01,2.153917253017425537e-01,6.346508264541625977e-01,4.926632046699523926e-01,1.515576541423797607e-01
2.881930172443389893e-01,5.249243974685668945e-01,3.673695325851440430e-01,7.908032834529876709e-02,9.187749028205871582e-01,5.981815457344055176e-01
3.301691412925720215e-01,3.738545775413513184e-01,1.689612269401550293e-01,5.218871831893920898e-01,2.372092902660369873e-01,7.742857933044433594e-01
8.198861479759216309e-01,5.020108222961425781e-01,5.036073923110961914e-01,4.465887546539306641e-01,6.546508669853210449e-01,6.061980128288269043e-01
3.851627707481384277e-01,6.256107091903686523e-01,5.285474061965942383e-01,6.565616130828857422e-01,1.943432390689849854e-01,1.653925478458404541e-01
7.274218201637268066e-01,6.347827315330505371e-01,2.475555688142776489e-01,2.447208762168884277e-01,8.649234771728515625e-01,6.077545881271362305e-01
1.469954997301101685e-01,4.319325685501098633e-01,1.766674667596817017e-01,1.144187226891517639e-01,2.483177334070205688e-01,2.970282435417175293e-01
5.514370799064636230e-01,2.134649157524108887e-01,5.224730968475341797e-01,2.869892120361328125e-01,3.935704231262207031e-01,4.304553568363189697e-01
8.063533902168273926e-01,3.703419864177703857e-01,8.411952853202819824e-01,3.432506918907165527e-01,8.125953674316406250e-01,5.954988002777099609e-01
5.908338427543640137e-01,4.242446422576904297e-01,6.450812816619873047e-01,7.001866698265075684e-01,5.907750129699707031e-01,5.989553928375244141e-01
3.631432354450225830e-01,4.533291459083557129e-01,3.207830190658569336e-01,7.147887349128723145e-01,6.988617181777954102e-01,1.932726502418518066e-01
2.437606453895568848e-01,5.099416375160217285e-01,5.292426943778991699e-01,7.052187919616699219e-01,7.391998767852783203e-01,7.657292485237121582e-01
5.981015563011169434e-01,5.986464619636535645e-01,5.119754076004028320e-01,3.438961505889892578e-01,6.552852988243103027e-01,7.388190031051635742e-01
3.972589969635009766e-01,5.280116796493530273e-01,5.917072892189025879e-01,2.947461903095245361e-01,6.374181509017944336e-01,5.063671469688415527e-01
6.026769280433654785e-01,4.872735440731048584e-01,5.248861908912658691e-01,6.154782772064208984e-01,3.690323829650878906e-01,7.107156515121459961e-01
2.148162573575973511e-01,7.834713459014892578e-01,2.657594680786132812e-01,7.620366811752319336e-01,3.369994461536407471e-01,1.486324071884155273e-01
1.290785521268844604e-01,3.456242680549621582e-01,4.739549756050109863e-01,3.896627426147460938e-01,7.770801782608032227e-01,7.521391510963439941e-01
4.567192494869232178e-01,7.341701388359069824e-01,2.652006745338439941e-01,1.930796504020690918e-01,6.748225092887878418e-01,4.742769598960876465e-01
3.485846519470214844e-01,1.904336810111999512e-01,5.217320919036865234e-01,2.142178416252136230e-01,1.895752251148223877e-01,7.963898777961730957e-01
5.401833653450012207e-01,4.931076765060424805e-01,4.169857203960418701e-01,2.129256874322891235e-01,7.403623461723327637e-01,7.317628264427185059e-01
7.520104646682739258e-01,5.281869173049926758e-01,7.114700078964233398e-01,5.193620920181274414e-01,4.009014666080474854e-01,6.984323263168334961e-01
5.326184034347534180e-01,4.077495336532592773e-01,8.642387986183166504e-01,1.268769353628158569e-01,6.209216117858886719e-01,3.679730892181396484e-01
4.930511713027954102e-01,5.552929639816284180e-01,6.540684700012207031e-01,7.094108462333679199e-01,7.059812545776367188e-01,3.962914645671844482e-01
9.075900316238403320e-01,9.400492310523986816e-01,4.446271657943725586e-01,2.134990692138671875e-01,6.175035834312438965e-01,8.385286331176757812e-01
2.770899236202239990e-01,7.612049579620361328e-01,5.090345144271850586e-01,6.067259907722473145e-01,4.789815843105316162e-01,8.581786155700683594e-01
2.501978874206542969e-01,1.441862136125564575e-01,4.033499956130981445e-01,7.106558084487915039e-01,7.251324653625488281e-01,2.308010160923004150e-01
7.733257412910461426e-01,7.085563540458679199e-01,2.507880330085754395e-01,6.175404191017150879e-01,7.097542881965637207e-01,5.753322243690490723e-01
3.163450360298156738e-01,4.802964329719543457e-01,5.910868644714355469e-01,5.968725085258483887e-01,7.269184589385986328e-01,3.827103972434997559e-01
3.306376934051513672e-01,5.941448807716369629e-01,5.453046560287475586e-01,2.514420151710510254e-01,4.727324843406677246e-01,2.413271516561508179e-01
7.345005273818969727e-01,9.013096690177917480e-01,6.455268859863281250e-01,8.705677986145019531e-01,6.520217657089233398e-01,8.702279329299926758e-01
5.204390287399291992e-01,1.857397258281707764e-01,2.076249569654464722e-02,2.901552021503448486e-01,6.478862166404724121e-01,9.985124319791793823e-02
5.678742527961730957e-01,7.500759363174438477e-01,5.238904356956481934e-01,5.935721993446350098e-01,7.017309069633483887e-01,8.208261728286743164e-01
8.673152923583984375e-01,7.735333442687988281e-01,4.432958066463470459e-01,5.773860812187194824e-01,4.512332379817962646e-01,8.191227912902832031e-01
4.184055924415588379e-01,7.182455658912658691e-01,2.966005802154541016e-01,7.509829998016357422e-01,7.856599688529968262e-01,6.395312547683715820e-01
6.665717363357543945e-01,5.563627481460571289e-01,8.200607895851135254e-01,3.949272930622100830e-01,3.099631965160369873e-01,5.361872315406799316e-01
4.952439367771148682e-01,5.481776595115661621e-01,4.443278908729553223e-01,1.313597261905670166e-01,4.513256847858428955e-01,4.171936213970184326e-01
5.737057924270629883e-01,3.996476829051971436e-01,1.677877157926559448e-01,7.944836616516113281e-01,7.226074337959289551e-01,4.391865730285644531e-01
2.585871219635009766e-01,2.659645676612854004e-01,1.542121022939682007e-01,4.751338958740234375e-01,6.853616833686828613e-01,1.598325520753860474e-01
1.389266848564147949e-01,6.573622822761535645e-01,4.788752198219299316e-01,2.286403775215148926e-01,2.165215611457824707e-01,5.499847531318664551e-01
6.683878302574157715e-01,5.497766137123107910e-01,7.365939617156982422e-01,6.575727462768554688e-01,7.251061797142028809e-01,5.692471265792846680e-01
8.739383220672607422e-01,8.785987496376037598e-01,3.100114166736602783e-01,7.971933484077453613e-01,2.887284457683563232e-01,4.222525358200073242e-01
4.999070465564727783e-01,1.682184189558029175e-01,5.693640708923339844e-01,5.978062748908996582e-01,3.118974864482879639e-01,7.138405442237854004e-01
4.299681186676025391e-01,2.307519912719726562e-01,7.821853160858154297e-01,5.691580176353454590e-01,1.950923949480056763e-01,5.215303897857666016e-01
5.303003191947937012e-01,5.198890566825866699e-01,6.747367978096008301e-01,5.844519734382629395e-01,1.601010411977767944e-01,3.857767581939697266e-01
1.472816020250320435e-01,8.863272666931152344e-01,3.504145741462707520e-01,8.441473841667175293e-01,5.456423759460449219e-01,7.866188287734985352e-01
7.251906394958496094e-01,3.595578670501708984e-01,6.716995835304260254e-01,3.194215595722198486e-01,3.982592523097991943e-01,1.768943965435028076e-01
5.749158263206481934e-01,5.938935279846191406e-01,3.506380617618560791e-01,4.780941307544708252e-01,6.050731539726257324e-01,5.572213530540466309e-01
5.590441823005676270e-01,8.605217933654785156e-01,3.014767467975616455e-01,3.923674821853637695e-01,3.995039761066436768e-01,5.350815653800964355e-01
4.305943250656127930e-01,4.755678772926330566e-01,5.094733834266662598e-01,6.101722121238708496e-01,4.143951833248138428e-01,3.281293511390686035e-01
8.797380328178405762e-01,5.983080267906188965e-01,7.816874980926513672e-01,8.802942633628845215e-01,4.494078755378723145e-01,2.785030305385589600e-01
5.974059700965881348e-01,4.772028625011444092e-01,6.610415577888488770e-01,4.954199790954589844e-01,5.250318050384521484e-01,8.413033485412597656e-01
